wave,product_ar,product_fr,expenditure_pc_national,spatial_gini
2010,بنك,Banc,1.764,0.4547876417231176
2010,بوصاع,,0.177,0.4622310295745182
2010,بوفريوة ،فستق,,1.044,0.23656927696102525
2010,بيت نوم,Chambre à coucher,4.861,0.22591986697677746
2010,بيزا محمولة,,0.313,0.6171621579462812
2010,بيض,Œufs,16.264,0.10460539438524219
2010,تأمين الدراجة النارية,Assurance de cyclomoteur,1.493,0.403545778068946
2010,تأمين السيارة,Assurance auto,2.935,0.35930499679227945
2010,تابل,Tabel,0.677,0.17176081351569583
2010,تابل و كروية,Tabel et  Carouia,1.556,0.2728971721057105
2010,تاكسي,Taxi,7.363,0.3132124201731119
2010,تبغ,,70.246,0.14548468323303876
2010,تجهيزات التكييف,,5.422,0.2385503414350767
2010,تجهيزات المطبخ,APPAREILS DE CUISINE,1.857,0.1411025549658188
2010,تجهيزات كهربائية,,15.293,0.17141716633329795
2010,تجهيزات كهربائية و منزلية والتاثيث,,116.708,0.11982465141083687
2010,تجهيزات كهربائية ومنزلية,,15.293,0.17141716633329795
2010,تصليح وسيلة نقل خاصة,,20.912,0.23694125971340219
2010,تعليم أو تكوين آخر,,1.678,0.36410168814488386
2010,تعليم السياقة,Frais d’Auto Ecole (ou camion école),1.082,0.361390910939399
2010,تفاح,Pomme,8.326,0.14074574995424682
2010,تكوين مهني,,1.824,0.22499147675804154
2010,تلفاز,Téléviseur,5.788,0.25685807474608957
2010,تن مصبّر,Thon en conserve,3.495,0.2276796200349671
2010,توابل أخرى,,0.354,0.4480950105939898
2010,توابل خضراء,,0.273,0.2180336273033101
2010,ثالجة أو مجمّد,,4.565,0.21656258292764563
2010,ثوم أخضر,,0.403,0.37041103621399074
2010,ثوم شائح,Ail sec,4.802,0.1475971277866519
2010,جرائد و مجالت,,3.32,0.41824809032688104
2010,جرائد و مجالت وانخراطات,,6.361,0.36290054076785005
2010,جراية,,1.05,0.37885963293906877
2010,جلبانة خضراء,Petit pois vers,4.332,0.2355632539265463
2010,جوارب,,1.608,0.13920057234440741
2010,جوكينغ ،بدلة رياضية,,4.725,0.1311818351826053
2010,جيب ،جيب شورط,,4.655,0.13270110091593912
2010,حاسوب,Ordinateur personnel,7.374,0.23246213607487654
2010,حافلة (وسط المدن قطاع خاص),,0.293,0.5539700230283631
2010,حافلة (وسط المدن قطاع عام),,8.254,0.29188235000308116
2010,حالقة,,18.263,0.2118435706540429
2010,حبوب أخرى,AUTRES CEREALES,5.481,0.12852841802551784
2010,حذاء رياضي (سبادري),Espadrilles,7.787,0.14501784565806142
2010,حضانة,,2.191,0.38042312432429815
2010,حقيبة يدوية,,5.161,0.38155923989776874
2010,حلوى,Bonbon,0.584,0.18808621627831268
2010,حلوى شامية,Halwa chamia,3.364,0.28367704020202544
2010,حلويات سوق,,14.651,0.27872124362615724
2010,حليب طري,LAIT FRAIS,8.661,0.3603714181305253
2010,حمام,,8.913,0.32816423860169064
2010,حمص شائح,Pois chiche sec,5.012,0.11998963682923747
2010,خدمات أخرى متعلقة بالسكن,AUTRES SERVICES LIES A L’HABITATION,17.77,0.5211994863355915
2010,خدمات الطهي,,0.14,0.6598865578975599
2010,خدمات شبه طبية,,11.515,0.1510841309632448
2010,خميرة (للخبز و المرطبات),,1.223,0.3151737593041575
2010,خوخ,Pèche,3.7,0.13192403831386557
2010,دالع,,5.438,0.07926308856754694
2010,دجاج,,43.493,0.10474155955939879
2010,دجاجة محمولة,Poulet à emporter,0.695,0.39152055322792534
2010,دقلة,Dattes degla,3.414,0.18408865746815462
2010,دواجن,,50.74,0.12684439688506577
2010,ديك رومي,Dindon vif,6.716,0.31322485912782794
2010,رحالت,,0.095,0.46281616949487137
2010,رمان,Grenade,0.971,0.18077465500877687
2010,روبة (أنسومبل) ،كسوة نسائية,,9.974,0.21057613679407827
2010,زبدة حيوانية,Beurre animal,1.609,0.48158139936609845
2010,زبدة نباتية (جديدة ،قولدينا)...,,3.442,0.28056577112609205
2010,زبيب,,0.431,0.4623529043898591
2010,زربية,Tapis,3.324,0.14195321370746272
2010,زقوقو,Zgougou,1.065,0.2327059683362609
2010,زكاة الفطر,Autres frais,1.053,0.18958866816219078
2010,زيت الحبوب الطبيعية,,18.582,0.05721628864035
2010,زيت الزيتون,HUILES D’OLIVE,30.298,0.21831059735892278
2010,زيت عباد الشمس,Huile de tournesol,0.342,0.40463730796608344
2010,زيت قطانيا,Huile de maïs,4.111,0.3670113889608253
2010,زيت نباتي مدعم,,13.865,0.12555032514327102
2010,زيتون أخضر,,0.344,0.38646060970903795
2010,زيتون مملّح,Olive en conserve,1.077,0.4929117862532574
2010,ساعة يدوية,Montre,1.682,0.37378259302190897
2010,سالطة ،سكورية ،ليتو ،خس...,,1.603,0.35971770422552973
2010,سبتة ،حزام,,0.82,0.15823697936569436
2010,سبناخ,Epinard,0.573,0.5625845662499604
2010,سجائر,,69.329,0.15184486631382077
2010,سردينة مصبّرة,Sardine en conserve,0.422,0.6978315692159235
2010,سروال دجين,Pantalon jean,30.829,0.07745013251597632
2010,سروال عادي,Pantalon en autre tissu pantacour,15.777,0.2727948540274323
2010,سرير ،مولة,,2.011,0.22432607776008673
2010,سفنارية (جزر),carotte,3.175,0.11008481458468444
2010,سلق,,1.911,0.14561398549130777
2010,سمك مجفف,POISSON  SECHES,0.433,0.7309086782039311
2010,سميد سوق,Semoule industrielle,11.477,0.1847727379383044
2010,سيارة أجرة (لواج) وحافلة بين المدن,,15.827,0.30489316710863446
2010,شالكة,,12.189,0.08889641319020258
2010,شاي أخضر,,0.988,0.5684674943064598
2010,شاي خارج البيت,,1.598,0.19330416361454716
2010,شحن الهاتف الجوال,Recharge téléphone portable (Tunisiana light TTcach),74.842,0.13998988870998774
2010,شحن الهاتف القار,Recharge téléphone fixe (TTcach),0.435,0.3135753070258829
2010,شراء الحلي والمجوهرات,,6.094,0.3078337052197109
2010,شراء دراجة نارية,Achat de cyclomoteur - motocyclette,1.939,0.44238811527092414
2010,شراء سيارة,Achat de voiture,35.382,0.3952446659785793
2010,شراء قطع الغيار,Achat de pièce de rechange,2.084,0.40021146954674447
2010,شراء مستلزمات الترفيه,,14.857,0.2355747202217192
2010,شراء وسيلة نقل,,37.5,0.387913635374043
2010,شمبوان,,10.823,0.12950046057382714
2010,شوينقوم,,0.259,0.27005406408042487
2010,شيشة في المقهى,Chiche au café,2.495,0.39164813276449095
2010,صابون الصيانة الشخصية,Savon de toilette,2.213,0.2568276711923204
2010,صابون الغسل,Savon de ménage,4.118,0.14579418166972336
2010,صحفة أو كسكروت لبالبي,,0.303,0.5206828216291499
2010,صحن أو كسكروت كفتاجي,,2.822,0.44891723553325713
2010,صحن تونسي,Plat tunisien,0.334,0.31188853097360214
2010,صندال,Sandales,3.144,0.13574027278751344
2010,صيانة تجهيزات التكييف,,0.623,0.42005810233071317
2010,صيانة وسيلة نقل خاصة,,7.434,0.32815021481240314
2010,ط َفل,,3.249,0.335198562677119
2010,طماطم مصبّرة,,19.911,0.032035104190331065
2010,طواقم,SERVICES,3.742,0.2507591180865214
2010,عجين غذائي (مقرونة ،شربة)...,,12.352,0.0715423223899756
2010,عدس شائح,Lentilles sèches,1.042,0.20104146070732298
2010,عسل النحل,Miel d’abeille,1.335,0.16326455162893305
2010,عسل و أغذية سكريّة,MIEL ET AUTRES PRODUITS SUCRES,4.106,0.2057170474086638
2010,عصير غالل (قارورة  ،باكوات,,1.534,0.43746141757489454
2010,عطورات,Eau de Cologne eau de toilette parfum after shave…,17.666,0.25164075266584907
2010,علف للدواب الجارة,,1.768,0.7271485084323077
2010,عنب,Raisin de table,4.695,0.06909352870639396
2010,عوينة,Prune,0.653,0.12032269401229878
2010,غاز قارورة,Gaz en bouteille,23.185,0.10643618532326138
2010,غاز للسيارات,,10.343,0.4048022810290306
2010,غالل البحر,,0.517,0.5218006064921067
2010,غسل و تشحيم الدراجة النارية,Lavage et entretien de cyclomoteur,0.424,0.5480769462975505
2010,غسل و تشحيم و تبديل زيت السيارة,Vidange lavage et graissage de voiture,2.783,0.2799802506574437
2010,فاتورة الكهرباء والغاز,,71.42,0.185699635925061
2010,فاتورة الماء,Dépense d’eau courante SONEDE,22.996,0.20212507401944846
2010,فاتورة الهاتف الجوال,Facture téléphone portable,0.618,0.5110163594685719
2010,فاتورة الهاتف القار,Facture téléphone fixe,4.289,0.3534726429533659
2010,فارينة,,2.823,0.19522549162631708
2010,فحم,Charbon de bois,2.026,0.18221722205774693
2010,فراولو,Fraise,1.815,0.2822431767626782
2010,فقوس,Concombre,2.537,0.0981976357808021
2010,فلفل أحمر شائح قرون,,1.329,0.30427982337332427
2010,فلفل أحمر مرحي,,6.034,0.1310050253315571
2010,فلفل أخضر,,14.338,0.12820742975394728
2010,فلفل أكحل,,0.531,0.27433687819014674
2010,فواكه أخرى,AUTRES FRUITS,6.923,0.19056842480571157
2010,فواكه جافةّ,,2.752,0.19001575911173973
2010,فول أخضر,,1.633,0.1555687061520057
2010,فول شائح,Fève sèche,1.242,0.2407919091085018
2010,فيستة ،بلوزون,,2.727,0.19984071171481999
2010,قارص,Citron,1.016,0.20925113158891273
2010,قاعة أكل,,1.115,0.20546860875893425
2010,قاعة استقبال,Salon,6.744,0.24184675495128327
2010,قرع أحمر,,2.032,0.18424997309147628
2010,قرع بوطزينة,Courgette,0.641,0.2984024031240071
2010,قرنيط ،سوبية ،مطيق,,1.182,0.5560692945119463
2010,قريزيل,,1.623,0.18981428658427968
2010,قطار,Train,10.876,0.2176663997404722
2010,قمح صلب ّ,,1.502,0.5101342784201721
2010,قميص,Chemise ou chemisier,10.573,0.15633070167273355
2010,قنارية,Artichaut,1.034,0.5552092672884124
2010,قهوة خارج البيت,,27.694,0.197421210164052
2010,كالفس,,0.459,0.297231045117923
2010,كبدة,FOIE ET VISCERES,0.414,0.13700652704972238
2010,كتب بمناسبة العودة المدرسية,Livres pour rentrée scolaire,6.329,0.030095497255319015
2010,كتب غير مدرسية,Livres non scolaires,0.603,0.2820851840921248
2010,كراسات و أدوات بمناسبة العودة المدرسية,,6.506,0.10146098358204281
2010,كرسي,Chaise chaise longue,1.872,0.26209612511476954
2010,كرشة و دوّ ارة,,1.559,0.24662953298074974
2010,كركم,Korkom,0.663,0.3205881678858067
2010,كرمب,Choux,0.561,0.1668538789563503
2010,كرموس,figue,1.046,0.12840175642395912
2010,كروية,Carouia,0.204,0.36906779595402905
2010,كسكروت تن أو سردينة,,11.527,0.22733911771976667
2010,كسكروت معجون أو زبدة أو جبن,,0.286,0.48705600483558853
2010,كسكروت هريسة,,0.875,0.34700640082873724
2010,كسكسي,,4.122,0.25569047358220354
2010,كسوة,Costume,4.987,0.25362553223584516
2010,كمّون,Cumin (camoun),0.239,0.3528588668836342
2010,لبلح,,0.122,0.7027021639407711
2010,لبن طري,PETIT LAIT FRAIS,2.31,0.20061302848064744
2010,لحم الجمل,,0.382,0.6581797906405518
2010,لحم برشني,VIANDE DE CAPRIN,5.884,0.6982654254968401
2010,لحم بقري,VIANDE BOVINE,18.303,0.24682335786040033
2010,لحم علوش,VIANDE OVINE,98.035,0.07150970697616832
2010,لحوم و دواجن,,178.099,0.08336738189534687
2010,لعب أطفال,,1.094,0.22839941844098632
2010,لفت,Navet,1.105,0.1680642598757024
2010,لوازم أخرى,,1.773,0.3307362012488373
2010,لوازم تجميل,,0.452,0.39421113255992357
2010,لوبيا,,2.594,0.20178418898564032
2010,لوز,,1.025,0.23648938429045374
2010,لوز أخضر,,0.515,0.20452079194263129
2010,مأكوالت جاهزة,,13.556,0.30564147953413334
2010,ماء جافال),,6.24,0.08871856568159342
2010,ماء معدني,Eau minérale,6.645,0.43017726507114573
2010,مازوط للسيارات,Gasoil pour véhicule,6.107,0.4200198532173658
2010,مالبس خارجية أخرى,,41.301,0.12946616683090584
2010,مالبس خارجية أساسية تقليدية,,5.782,0.3587933206172875
2010,مالبس خارجية أساسية عصرية,,82.04,0.11202940980826259
2010,مالبس خارجية أساسية و تقليدية,,5.782,0.3587933206172875
2010,مالبس خارجية أساسية و عصرية,,82.04,0.11202940980826259
2010,مالبس خارجية للرضع,,1.359,0.25911673560697435
2010,مالبس داخلية,,15.572,0.18255717149948503
2010,مالبس داخلية بدون تمييز,,5.536,0.32805624091999375
2010,مالبس داخلية عليا,,2.085,0.41242578547049313
2010,مالبس عصرية أخرى,,2.643,0.4349041832321272
2010,ماندرين,,2.71,0.26696169827279537
2010,مبيد حشري,,0.566,0.25146246269005246
2010,مترو,,2.384,0.5789344851859899
2010,مثلجات,,0.679,0.40063017544824553
2010,مجموع األسماك,,33.239,0.3282684467997248
2010,مجموع األسماك المصبرة,,3.97,0.2461173540894368
2010,مجموع الحبوب,,116.702,0.08842115025287423
2010,مجموع الخضر,,108.462,0.06987026714757982
2010,مجموع الزيوت,,48.922,0.11924759862871537
2010,مجموع السكر والمواد السكرية,,23.098,0.07894579216893138
2010,مجموع الشعير ومشتقاته,,1.664,0.1868384141886913
2010,مجموع الغالل,,63.027,0.08306820052531028
2010,مجموع المشروبات الطبيعية,,15.367,0.05652382552757418
2010,مجموع المواد الغذائية,,763.489,0.0922005514356401
2010,محروقات للسيارات بدون تمييز,,6.22,0.47435860592598766
2010,محروقات وسيلة نقل خاصة,,62.576,0.2955526244688671
2010,محفظة بمناسبة العودة المدرسية,Cartable pour rentrée scolaire,2.184,0.15890164154591813
2010,مريول خلعة,Tricots de corps,0.752,0.21070408624847736
2010,مريول صوف ،جيلية صوف,,15.086,0.32765957033192594
2010,مريول قطن,Tee shirt sweat shirts,4.906,0.48532706635757683
2010,مستلزمات شخصية,EFFETS PERSONNELS,11.32,0.2806965829204606
2010,مستلزمات لتغطية الرأس,COUVRE CHEFS,6.042,0.15092987465486263
2010,مشتقات أخرى,,5.188,0.30762174595631786
2010,مشتقات القمح اللين,,47.496,0.1432674997538831
2010,مشروبات أخرى),,0.337,0.5564997524742334
2010,مشروبات باردة,BOISSONS FRAICHES CONSOMMEES  HORS DOMICILE,6.073,0.2986437379687885
2010,مشروبات ساخنة,BOISSONS CHAUDES,29.356,0.19688624317003067
2010,مشروبات غازية,Boisson gazeuse,17.834,0.061174355092910804
2010,مشروبات غير غازية,,0.421,0.6087289001505374
2010,مشروبات غير كحولية متناولة في البيت,BOISSONS NON ALCOOLISEES CONSOMMEES  A DOMICILE,31.663,0.17432003042996236
2010,مشروبات كحولية,BOISSONS ALCOOLISEES,2.929,0.3675117203133482
2010,مشروبات كحولية و تبغ,,73.274,0.14517049741815158
2010,مشروبات معطرة,,0.955,0.4453464439180713
2010,مشماش,Abricot,0.978,0.1122780480555774
2010,معاليم أخرى,,2.351,0.4830719271426043
2010,معاليم األنترنات,,11.966,0.25110839185764156
2010,معاليم متعلقة بوسيلة النقل,,11.825,0.25748543966922277
2010,معجون أسنان,,4.614,0.10311477702536609
2010,معجون الحالقة,,1.1,0.16960395768174397
2010,معجون الغالل,,1.113,0.24573208492494114
2010,معدنوس,Persil,2.696,0.08092118170769624
2010,معسل,,0.139,0.1939425369306378
2010,معطف ،كاب,,7.557,0.10288653467341047
2010,معلوم اإليجار االفتراضي,,322.369,0.22991546427077858
2010,معلوم اإليجار الفعلي,,44.155,0.4051755355815627
2010,معلوم الجوالن و األداء,,6.039,0.2852123777990452
2010,معلوم الدراسة (للمدارس الحرة,,5.408,0.4057322756377051
2010,معلوم المراقبة الفنّية,,1.345,0.3029888113933701
2010,معلوم دروس خصوصية و ساعات التدارك,Frais pour  leçon particulières et études,16.692,0.2612097438856269
2010,معلوم شراء جهاز هاتف جوّ ال أو قار,,7.495,0.11316045686023102
2010,مكتبة,Bibliothèque,0.702,0.28265015111974257
2010,مكسرات,,1.076,0.2805858080741055
2010,مكيف هواء,Climatiseur,4.083,0.2281368249928334
2010,ملح,Sel,0.597,0.11344299158667714
2010,ملسوقة,,2.212,0.09963457180536706
2010,ملوخية مرحية,Mloukhia en poudre,0.418,0.2178152166300753
2010,مناسبات عائلية,,6.628,0.29706581059011705
2010,منضدة ،مائدة)...,,5.246,0.12067882226653359
2010,منظمات,,1.505,0.4154022640999746
2010,مواد أخرى,AUTRES ARTICLES D’HABILLEMENT,1.773,0.3307362012488373
2010,مواد أخرى مشتقة من الحبوب,AUTRES PRODUITS A BASE DE  CEREALES,29.802,0.1927658921364639
2010,مواد اخرى,,1.516,0.2129660961776797
2010,مواد التنظيف,PRODUITS ET ARTICLES  DE NETOYAGE ET D'ENTRETIEN,39.184,0.12559859678910668
2010,مواد تجميل,Produits de maquillage (rouge à lèvre fond de teint acétone manucure démaquillant…),3.931,0.3518376812827815
2010,مواد تجميل أخرى,,7.48,0.3647778262355954
2010,مواد تجميل والزينة,,29.555,0.28290483220284834
2010,مواد تنظيف (أومو ،نظيف ،دينول,,21.884,0.1415186253574674
2010,مواد صيدلية (أدوية)...,,60.853,0.14593372220069822
2010,مواد مدرسية أخرى,,1.124,0.09592205027846101
2010,موالح,,0.618,0.4446397667420702
2010,موز,Banane,6.303,0.19959120596808733
2010,نعل (صباط),Souliers,31.938,0.16777619822270595
2010,نفة,Nefa,0.593,0.48153508880381923
2010,نفقات أخرى,AUTRES DEPENSES,11.853,0.21955621605740183
2010,نفقات إدارية,DEPENSES ADMINISTRATIVES,2.248,0.3222033494250037
2010,نفقات اخرى,,1.666,0.26696303670585375
2010,نفقات استثنائية لجراحة و تركيب األسنان,,1.156,0.20674202811124331
2010,نفقات استثنائية للتصوير,DEPENSES EXCEPTIONNELLES DE RADIO,2.101,0.2549852810097549
2010,نفقات الترفيه و الثقافة,LOISIRS ET CULTURE,35.531,0.24017347275588152
2010,نفقات التنظيف,DEPENSE D’HYGIENE,53.671,0.16520054512535964
2010,نفقات الحراسة و اإليواء وتعمير,,3.221,0.43112471238940797
2010,نفقات الخياطة و مستلزماتها,FRAIS DE COUTURE ET MERCERIE,0.765,0.2615936834701754
2010,نفقات الخياطة ومستلزماتها,,0.765,0.2615936834701754
2010,نفقات الدراسة,,43.228,0.16223500255503764
2010,نفقات الدراسة و التعليم,,53.964,0.17125808043320623
2010,نفقات السفر للخارج,,2.21,0.3338903744566052
2010,نفقات السكن,"DEPENSES LOGEMENT, EAU, GAZ, ELECTRICITE ET AUTRES COMBUSTIBLES",635.008,0.20621279935547565
2010,نفقات الصيانة الشخصية,PRODUITS DE TOILETTE ET AUTRES FRAIS DE SOINS PERSONNELS,53.671,0.16520054512535964
2010,نفقات الصيانة و تصليح السكن,DEPENSE D’ENTRETIEN ET DE REPARATION DU LOGEMENT,56.7,0.22221023388811778
2010,نفقات الصيانة وتصليح السكن,,56.7,0.22221023388811778
2010,نفقات الطاقة,,97.147,0.17027942296071374
2010,نفقات الطاقة والمحروقات,,123.395,0.11905670890083786
2010,نفقات الطاقة والمحروقات للمسكن,,123.395,0.11905670890083786
2010,نفقات العطل خارج النزل,,7.596,0.350179558654913
2010,نفقات المبيت),,1.724,0.38083257451685937
2010,نفقات الوالدة,,1.87,0.2860466713415504
2010,نفقات اليد العاملة,Main d’œuvre,0.595,0.39637195002754166
2010,نفقات بناء مسكن,Dépense pour construction de logement,41.944,0.28591028455599765
2010,نفقات تصليح غير مبوّبة,Frais de réparation non ventilés (frais de dépannage…),18.232,0.2575321270989067
2010,نفقات رياض األطفال,,4.831,0.2739715885647278
2010,نفقات شراء أرض لبناء مسكن,,7.521,0.46871114073330855
2010,نفقات شراء الماء (صهريج ،قرباجي)...,,3.015,0.5396104537111848
2010,نفقات شراء مسكن,Achat de logement,7.859,0.4524470339871225
2010,نفقات صيانة أدوات الترفيه,,2.094,0.20234450180116403
2010,نفقات طبية استثنائية,SOINS MEDICAUX EXCEPTIONNELS,42.082,0.18493589316413006
2010,نفقات طبية عادية,SOINS MEDICAUX COURANTS,39.067,0.17422597114579785
2010,نفقات عالج أمراض مزمنة,,24.464,0.26974092130651606
2010,نفقات عالج و جراحة األسنان,,1.641,0.4524716392024394
2010,نفقات غير دورية,DEPENSES DE TRANSPORT NON REGULIERS,68.408,0.07521585276019915
2010,نفقات لفحوصات األطباء,,25.749,0.17182147142644277
2010,نفقات معاليم االتصال,,119.05,0.1737555814344095
2010,نفقات معاليم ما قبل الدراسة,ENSEIGNEMENT PRESCOLAIRE,7.053,0.2923678381736895
2010,نفقات نجارة و بلور و مواد حديدية,,2.59,0.23418752595656744
2010,نفقات نقل بضائع والحمالة,,0.647,0.6383594255621915
2010,نقل ريفي,Transport rural,22.737,0.10928871982786048
2010,"هريسة ""دياري"" ،فلفل معجون",,1.094,0.502466802077725
2010,هريسة صناعيّة حكة أو صبة,,2.671,0.12104183748126196
2010,هندي,Figue de barbarie,1.184,0.27854587147238274
2010,ّ,,1.164,0.3843384057560004
2015,آالت تسخين و تكييف الهواء,,4.703,0.26354680551221754
2015,آلة غسل المالبس,,1.918,0.23712086755721118
2015,أثاث األسرة,,37.626,0.14983775228155827
2015,أدوات المطبخ,"VERRERIE, VAISSELLE  ET USTENSILES DE CUISINE",10.428,0.12736036941739415
2015,أرجنتيار ،بوفاي,,0.809,0.195504298763153
2015,أرز,,6.962,0.09796450011981261
2015,أسماك,POISSONS,51.161,0.31504911757395304
2015,أسماك مصبّرة,POISSON EN CONSERVE,6.425,0.24846740072688767
2015,أغطية,COUVERTURE,4.496,0.11130680794598624
2015,أكلة في مطعم,,13.717,0.48314150337820605
2015,ألعاب,JEUX DE LOISIRS,2.752,0.21719209529431938
2015,إجاص,,3.313,0.11678809362564402
2015,األدويـة,,76.783,0.07720938180216774
2015,األقمشة و الصوف,,0.949,0.44232081674558654
2015,االتصاالت,,171.424,0.1461520691666477
2015,االشتراكات المدرسية,,1.923,0.18114694222483974
2015,االشتراكات غير المدرسية,,2.333,0.41731865382182387
2015,البناء,MACONNERIE,32.879,0.17655384126818152
2015,التجهيز الصحي,PLOMBERIE SANITAIRE,4.067,0.19722819239935663
2015,التجهيز و التركيب الكهربائي,INSTALLATION BRANCHEMENT ET ACCESSSOIRE ELECTRIQUES,1.95,0.2172850159313584
2015,التعليم,ENSEIGNEMENT,83.689,0.28072778558324896
2015,التنظيف بالشائح و الصبيغة,Nettoyage à sec teinturerie,0.195,0.3916355946076264
2015,الحبوب,CEREALES,149.192,0.06543838777076516
2015,الحليب و مشتقاته و البيض,"LAIT, PRODUITS LAITIERS ET OEUFS",162.297,0.11767369127982219
2015,الخضر,,159.462,0.06977943633960115
2015,الدهن و التبييض و صيانة األسطح,,16.014,0.21401774656562655
2015,الدواجن,,83.715,0.11062988839102428
2015,الرحالت,,0.405,0.47109085067621503
2015,الرعاية الشخصية,SOINS PERSONNELS,148.879,0.17891451407805592
2015,الرعاية الصحية و الشخصية,HYGIENE ET SOINS,362.89,0.1192941295002361
2015,الزيوت,HUILES,70.392,0.13742509839326944
2015,السكر,SUCRE,13.639,0.07640419856840064
2015,السكر والمواد السكرية,,27.258,0.10565218496367423
2015,السمك الطازج,POISSONS FRAIS,41.399,0.33080485983102115
2015,الفعلي اإليجار معلوم,,78.843,0.4382368641403731
2015,القوارص,AGRUMES,17.23,0.11539512986460632
2015,الكتب والصحف والرحالت,,5.316,0.40372201855156353
2015,المالبس و األحذية والمستلزمات الشخصية,,292.842,0.1313626276537273
2015,المالحف و األغطية و الستائر,,13.845,0.11232669918085025
2015,المدرسية     العودة   بمناسبة محفظة,,3.987,0.11776492465355204
2015,المدن بين  وحافلة (لواج) سيارة أجرة,,14.853,0.21346919877369086
2015,المعلوم البلدي السنوي,Taxes locatives annuelles,4.945,0.337726761062751
2015,المنحة السياحية للسفر إلى الخارج,ALLOCATION TOURISTIQUE POUR VOYAGE A L’ETRANGER,12.147,0.4540910416123538
2015,المهني   نفقات التكوين,,1.636,0.19881442939221117
2015,النجارة و البلور و المواد الحديدية,MENUISERIE VITRERIE ET QUINCAILLERIE,3.593,0.21563726886067824
2015,النفقات الكبرى لالقتناء وبناء مسكن,,168.927,0.26834454582434575
2015,النقل و المواصالت,,359.617,0.20104274731295613
2015,بالكار,,1.214,0.2911111123147214
2015,بترول أزرق (قاز),,0.128,0.4585022713144339
2015,برتقال,Orange,11.759,0.09293043076545393
2015,برغل,Borghol,0.204,0.491170965568696
2015,بروكلو,Choux fleur,0.748,0.13089650519678453
2015,بسباس,Fenouil,1.545,0.1830523143284294
2015,بسكويت,,18.656,0.11000487510534973
2015,بسيسة,Bsissa,1.085,0.25216625158276385
2015,بصل أخضر,,6.457,0.08124773072175862
2015,بصل شائح,Oignon sec,5.947,0.1367643402012365
2015,بطاطا,Pomme de terre,21.973,0.05858542906262776
2015,بطيخ,Melon,6.735,0.13297464873589226
2015,بقول خضراء,LEGUMINEUSES VERTES,7.122,0.13392376808822481
2015,بقول شائحة,LEGUMINEUSES SECHES,16.623,0.047899862035048035
2015,بقول مصبّرة,LEGUMINEUSES EN CONSERVES,0.507,0.566336997504625
2015,بقول و توابل,"LEGUMINEUSES, SEL ET CONDIMENTS",34.838,0.07162009203406128
2015,بقول ّ,,1.324,0.3197306443889665
2015,بن صافية (كعب أو مدشّشة أو مرحيّة),,5.996,0.13481676787447283
2015,بن مخلطة (مدشّشة أو مرحيّة),,1.611,0.22574794568521916
2015,بندق ،فزدق ،بوفريوة ،جوزة,,1.482,0.281732264626383
2015,بنزين للسيارات,Essence pour véhicule,76.608,0.3610104871830324
2015,بنزين مخلط للدراجات النارية,Essence mélangée pour cyclomoteur,9.777,0.3815100209854021
2015,بنك,Banc,0.851,0.2744715923029831
2015,بيت نوم,Chambre à coucher,5.946,0.2775604457646237
2015,بيجاما,Pyjama robe de chambre,2.923,0.17228065020097105
2015,بيض,Œufs,25.974,0.0824536676754355
2015,تأمين الدراجة النارية,Assurance de cyclomoteur,1.816,0.2350912199447327
2015,تأمين السيارة,Assurance auto,24.993,0.3286769605666423
2015,تابل,Tabel,1.373,0.25654207085202163
2015,تابل و كروية,Tabel et  Carouia,2.324,0.25782928553820517
2015,تاكسي,Taxi,33.728,0.21777139766393105
2015,تبغ و نفة و معسل,TABAC ET NEFA,96.176,0.114346473897321
2015,تجهيزات المطبخ,APPAREILS DE CUISINE,2.159,0.1877705084010861
2015,تجهيزات كهربائية للمنزلية,,11.354,0.14824082251573223
2015,تجهيزات كهربائية و منزلية,APPAREILS MENAGERS ET ELECTROMENAGERS,18.249,0.1805420047202846
2015,تصليح وسيلة نقل,,25.232,0.30187078245091836
2015,تعليم السياقة,Frais d’Auto Ecole (ou camion école),2.511,0.2902333339936174
2015,تفاح,Pomme,8.59,0.08642265418972028
2015,تلفاز,Téléviseur,8.521,0.2108238065539676
2015,تمر,Dattes communes,4.773,0.17506347341503814
2015,تن مصبّر,Thon en conserve,6.098,0.2529552921854661
2015,توابل طازجة (خضراء),CONDIMENTS VERTS,0.326,0.2865068864733471
2015,توابل ّ,,8.39,0.10654220450666041
2015,ثالجة أو مجمّد,,4.753,0.17627359832751
2015,ثوم أخضر,,0.711,0.22115803158055514
2015,ثوم شائح,Ail sec,4.488,0.10637817168859709
2015,"جال دوش ،كريم مرطب,,,",,4.955,0.3152053703117742
2015,جبة,Jebba,3.803,0.2619585993852569
2015,جبن,FROMAGE,16.258,0.3081713393780737
2015,جلبانة خضراء,Petit pois vers,5.083,0.16452242074991918
2015,جوارب ،جوارب شفافة (كولون),,2.424,0.1668981121035895
2015,جوزة ،بوفريوة ،فسدق ،بندق,,1.003,0.2721781060758355
2015,جوكينغ ،بدلة رياضية,,11.227,0.1350314947735477
2015,جيب ،جيب شورط,,3.862,0.13877970430545528
2015,حاسوب,Ordinateur personnel,5.214,0.21220024556169448
2015,حالقة,,25.09,0.17466106878551146
2015,حبوب أخرى,AUTRES CEREALES,7.792,0.112607741720681
2015,حذاء رياضي (سبادري),Espadrilles,14.18,0.14720985015023547
